,zip,year,month,datetime,City,State,Metro,CountyName,year-month,zri_x,zri_y
1505,1760,2019,6,2019-06-01,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2327.978950937125,2362.0
1506,1760,2019,7,2019-07-01,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2329.6745178268707,2413.0
1507,1760,2019,8,2019-08-01,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2331.180646185089,2456.0
1508,1760,2019,9,2019-09-01,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2339.4691181185367,2490.0
1509,1760,2019,10,2019-10-01,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2350.2238243622546,2441.0
1510,1760,2019,11,2019-11-01,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2359.0399340391778,2499.0
1511,1760,2019,12,2019-12-01,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2369.3549525328613,2415.5
1572,1801,2019,1,2019-01-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2226.2105663089305,2203.0
1573,1801,2019,2,2019-02-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2208.758911949167,2191.0
1574,1801,2019,3,2019-03-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2199.0839610444714,2198.0
1575,1801,2019,4,2019-04-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2195.333608556321,2215.0
1576,1801,2019,5,2019-05-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2196.113865572347,2246.0
1577,1801,2019,6,2019-06-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2199.363035571544,2289.0
1578,1801,2019,7,2019-07-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2203.805572808912,2329.0
1579,1801,2019,8,2019-08-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2213.126193668788,2350.0
1580,1801,2019,9,2019-09-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2222.8825271470055,2354.0
1581,1801,2019,10,2019-10-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2231.6020575900793,2315.0
1582,1801,2019,11,2019-11-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2238.565005980065,2276.0
1583,1801,2019,12,2019-12-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2244.0943074215415,2281.0
1644,1830,2019,1,2019-01-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-01,1637.1617419717988,1626.0
1645,1830,2019,2,2019-02-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-02,1639.4710251153429,1625.0
1646,1830,2019,3,2019-03-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-03,1638.8763910519135,1622.0
1647,1830,2019,4,2019-04-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-04,1638.5322193871693,1619.0
1648,1830,2019,5,2019-05-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-05,1636.8914256346227,1623.0
1649,1830,2019,6,2019-06-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-06,1635.2800642625582,1625.0
1650,1830,2019,7,2019-07-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-07,1633.1961934181716,1627.0
1651,1830,2019,8,2019-08-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-08,1633.3636276923994,1638.0
1652,1830,2019,9,2019-09-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-09,1634.6413608261798,1647.0
1653,1830,2019,10,2019-10-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-10,1635.3704994538123,1650.0
1654,1830,2019,11,2019-11-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-11,1635.3122963932385,1649.0
1655,1830,2019,12,2019-12-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-12,1634.3398453035454,1650.0
1716,1832,2019,1,2019-01-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-01,1588.1114472004726,1587.0
1717,1832,2019,2,2019-02-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-02,1589.4909625271137,1589.0
1718,1832,2019,3,2019-03-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-03,1589.4067502834184,1584.0
1719,1832,2019,4,2019-04-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-04,1588.4837377508593,1581.0
1720,1832,2019,5,2019-05-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-05,1587.1790252069368,1588.0000000000002
1721,1832,2019,6,2019-06-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-06,1585.7044754544866,1590.0
1722,1832,2019,7,2019-07-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-07,1583.9588621231073,1593.0
1723,1832,2019,8,2019-08-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-08,1582.2974543145467,1605.0
1724,1832,2019,9,2019-09-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-09,1579.9939968733036,1617.0
1725,1832,2019,10,2019-10-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-10,1578.259608333089,1615.0
1726,1832,2019,11,2019-11-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-11,1575.9675509726399,1613.0
1727,1832,2019,12,2019-12-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-12,1574.224561579939,1616.0
1788,1841,2019,1,2019-01-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-01,1558.669732394431,1592.0
1789,1841,2019,2,2019-02-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-02,1561.6496618285914,1609.0
1790,1841,2019,3,2019-03-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-03,1566.5487533287378,1614.0
1791,1841,2019,4,2019-04-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-04,1573.2791348424425,1612.0
1792,1841,2019,5,2019-05-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-05,1578.1469428059265,1612.0
1793,1841,2019,6,2019-06-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-06,1581.4270309611147,1621.0
1794,1841,2019,7,2019-07-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-07,1584.2500863621235,1635.0
1795,1841,2019,8,2019-08-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-08,1586.6017852184789,1649.9999999999998
1796,1841,2019,9,2019-09-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-09,1591.7321684744497,1657.0
1797,1841,2019,10,2019-10-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-10,1596.6148294854738,1639.0
1798,1841,2019,11,2019-11-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-11,1601.1467493237672,1683.0
1799,1841,2019,12,2019-12-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-12,1605.200658036496,1672.0
1860,1843,2019,1,2019-01-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-01,1668.4422387183488,1671.9999999999998
1861,1843,2019,2,2019-02-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-02,1669.8239201884976,1674.0
1862,1843,2019,3,2019-03-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-03,1676.264818132505,1675.0
1863,1843,2019,4,2019-04-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-04,1685.266234375038,1678.0000000000002
1864,1843,2019,5,2019-05-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-05,1693.5951035822113,1687.0
1865,1843,2019,6,2019-06-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-06,1699.8688775047744,1704.9999999999998
1866,1843,2019,7,2019-07-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-07,1705.7850628859512,1713.0
1867,1843,2019,8,2019-08-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-08,1711.0973704246976,1709.0
1868,1843,2019,9,2019-09-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-09,1714.325795109844,1693.9999999999998
1869,1843,2019,10,2019-10-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-10,1716.8611408111249,1657.0
1870,1843,2019,11,2019-11-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-11,1719.1083337154246,1703.0
1871,1843,2019,12,2019-12-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-12,1721.6952203378394,1749.0
1932,1844,2019,1,2019-01-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-01,1664.351886095461,1667.0
1933,1844,2019,2,2019-02-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-02,1660.8980694873271,1674.0000000000002
1934,1844,2019,3,2019-03-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-03,1663.0079909392039,1682.0000000000002
1935,1844,2019,4,2019-04-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-04,1667.9263679721416,1688.0000000000002
1936,1844,2019,5,2019-05-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-05,1673.6122817897324,1694.0000000000002
1937,1844,2019,6,2019-06-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-06,1682.154385546577,1701.0
1938,1844,2019,7,2019-07-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-07,1689.3398333341152,1709.0
1939,1844,2019,8,2019-08-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-08,1694.4649248037445,1711.0
1940,1844,2019,9,2019-09-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-09,1699.597534158401,1707.9999999999998
1941,1844,2019,10,2019-10-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-10,1704.2343675610543,1715.9999999999998
1942,1844,2019,11,2019-11-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-11,1709.0564049934737,1759.0
1943,1844,2019,12,2019-12-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-12,1713.584150049419,1747.0
2004,1845,2019,1,2019-01-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-01,1798.710420885695,1794.0
2005,1845,2019,2,2019-02-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-02,1793.2017568171987,1788.0
2006,1845,2019,3,2019-03-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-03,1792.3472482597285,1794.0
2007,1845,2019,4,2019-04-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-04,1795.2930114623455,1808.0
2008,1845,2019,5,2019-05-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-05,1799.8987682036097,1823.0
2009,1845,2019,6,2019-06-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-06,1804.0104068259845,1832.9999999999998
2010,1845,2019,7,2019-07-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-07,1810.1496296530374,1838.0
2011,1845,2019,8,2019-08-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-08,1815.2433729331287,1846.0
2012,1845,2019,9,2019-09-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-09,1818.756824336482,1856.0
2013,1845,2019,10,2019-10-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-10,1822.508666892867,1873.0
2014,1845,2019,11,2019-11-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-11,1824.5980512756032,1896.0000000000002
2015,1845,2019,12,2019-12-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-12,1826.8934389318028,1900.0
2076,1850,2019,1,2019-01-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,1999.8173850036462,1965.0
2077,1850,2019,2,2019-02-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2003.9563254418592,1963.0
2078,1850,2019,3,2019-03-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2005.7699840678297,1984.0
2079,1850,2019,4,2019-04-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2009.3131067480251,2025.0
2080,1850,2019,5,2019-05-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2013.7315495885548,2070.0
2081,1850,2019,6,2019-06-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2019.0401707038366,2101.0
2082,1850,2019,7,2019-07-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2021.891082567119,2124.0
2083,1850,2019,8,2019-08-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2023.2272409544005,2143.0
2084,1850,2019,9,2019-09-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2024.4819222255908,2133.0
2085,1850,2019,10,2019-10-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2025.9394140842824,2070.5
2086,1850,2019,11,2019-11-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2027.4108390882602,2008.0
2087,1850,2019,12,2019-12-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2030.9674218537587,1972.0
2148,1851,2019,1,2019-01-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,1998.2034658753832,1985.0000000000002
2149,1851,2019,2,2019-02-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,1999.718876409262,1985.0000000000002
2150,1851,2019,3,2019-03-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2003.6228130383963,1992.0
2151,1851,2019,4,2019-04-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2010.4608375736295,2010.0000000000002
2152,1851,2019,5,2019-05-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2016.903721167375,2039.0
2153,1851,2019,6,2019-06-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2021.9172292230048,2066.0
2154,1851,2019,7,2019-07-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2023.0431513794726,2090.0
2155,1851,2019,8,2019-08-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2022.5982302287553,2117.0
2156,1851,2019,9,2019-09-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2021.6533726683613,2116.0
2157,1851,2019,10,2019-10-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2022.2733654722183,2082.0
2158,1851,2019,11,2019-11-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2024.2917125243318,2048.0
2159,1851,2019,12,2019-12-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2027.573247388478,2010.0000000000002
2220,1852,2019,1,2019-01-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,1996.9058954160405,1965.0
2221,1852,2019,2,2019-02-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,1998.5466450084946,1960.0
2222,1852,2019,3,2019-03-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2000.0994742763576,1972.9999999999998
2223,1852,2019,4,2019-04-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2001.3248168245884,1998.9999999999998
2224,1852,2019,5,2019-05-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2002.6363119649097,2032.0
2225,1852,2019,6,2019-06-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2004.10311857185,2060.0
2226,1852,2019,7,2019-07-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2007.2020684483612,2084.0
2227,1852,2019,8,2019-08-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2010.438310973337,2112.0
2228,1852,2019,9,2019-09-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2012.7650149237525,2110.0
2229,1852,2019,10,2019-10-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2016.0610151146493,2058.5
2230,1852,2019,11,2019-11-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2017.8990403796163,2007.0000000000002
2231,1852,2019,12,2019-12-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2019.0649178950048,1972.9999999999998
2292,1854,2019,1,2019-01-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2013.7489518666684,2012.0
2293,1854,2019,2,2019-02-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2018.7625226741895,2026.0
2294,1854,2019,3,2019-03-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2022.8795579485063,2052.0
2295,1854,2019,4,2019-04-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2030.6310991762496,2093.0
2296,1854,2019,5,2019-05-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2038.365476764813,2133.0
2297,1854,2019,6,2019-06-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2045.4886491273837,2165.0
2298,1854,2019,7,2019-07-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2050.57980422396,2184.0
2299,1854,2019,8,2019-08-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2058.0965486360283,2202.0
2300,1854,2019,9,2019-09-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2062.5001268238475,2191.0
2301,1854,2019,10,2019-10-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2066.1767285092624,2143.0
2302,1854,2019,11,2019-11-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2071.5622857186763,2095.0
2303,1854,2019,12,2019-12-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2072.308390177917,2067.5
2364,1876,2019,1,2019-01-01,Tewksbury,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2184.669815077706,2151.0
2365,1876,2019,2,2019-02-01,Tewksbury,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2178.434916634525,2139.0
2366,1876,2019,3,2019-03-01,Tewksbury,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2175.1766971056627,2118.0
2367,1876,2019,4,2019-04-01,Tewksbury,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2173.786125407362,2135.0
2368,1876,2019,5,2019-05-01,Tewksbury,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2172.790350877675,2160.0
2369,1876,2019,6,2019-06-01,Tewksbury,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2173.1143453794416,2186.0
2370,1876,2019,7,2019-07-01,Tewksbury,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2174.424913031982,2215.0
2371,1876,2019,8,2019-08-01,Tewksbury,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2177.8654570519916,2226.0
2372,1876,2019,9,2019-09-01,Tewksbury,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2179.310112170232,2240.0000000000005
2373,1876,2019,10,2019-10-01,Tewksbury,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2180.1893356156966,2253.0
2374,1876,2019,11,2019-11-01,Tewksbury,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2183.68985599461,2182.0
2375,1876,2019,12,2019-12-01,Tewksbury,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2186.6986895390387,2111.0
2436,1880,2019,1,2019-01-01,Wakefield,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2202.8675246088856,2177.0
2437,1880,2019,2,2019-02-01,Wakefield,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2199.2093363681984,2171.0000000000005
2438,1880,2019,3,2019-03-01,Wakefield,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2201.0229951174265,2179.0
2439,1880,2019,4,2019-04-01,Wakefield,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2206.4322718765866,2193.0
2440,1880,2019,5,2019-05-01,Wakefield,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2211.505620343492,2218.0
2441,1880,2019,6,2019-06-01,Wakefield,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2217.2192027687274,2248.0
2442,1880,2019,7,2019-07-01,Wakefield,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2220.9623746669135,2278.0
2443,1880,2019,8,2019-08-01,Wakefield,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2225.3956931762073,2304.0
2444,1880,2019,9,2019-09-01,Wakefield,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2232.554696613402,2316.0
2445,1880,2019,10,2019-10-01,Wakefield,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2236.0454037907493,2265.0
2446,1880,2019,11,2019-11-01,Wakefield,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2241.741239367257,2257.0
2447,1880,2019,12,2019-12-01,Wakefield,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2246.1031612458164,2264.0
2508,1902,2019,1,2019-01-01,Lynn,MA,Boston-Cambridge-Newton,Essex County,2019-01,1757.6129367187364,1762.0000000000002
2509,1902,2019,2,2019-02-01,Lynn,MA,Boston-Cambridge-Newton,Essex County,2019-02,1760.6850136276869,1785.0
2510,1902,2019,3,2019-03-01,Lynn,MA,Boston-Cambridge-Newton,Essex County,2019-03,1763.07472703788,1827.0000000000002
2511,1902,2019,4,2019-04-01,Lynn,MA,Boston-Cambridge-Newton,Essex County,2019-04,1768.7059996995638,1862.0
2512,1902,2019,5,2019-05-01,Lynn,MA,Boston-Cambridge-Newton,Essex County,2019-05,1772.672218701453,1869.0
2513,1902,2019,6,2019-06-01,Lynn,MA,Boston-Cambridge-Newton,Essex County,2019-06,1776.4094392000036,1865.0
2514,1902,2019,7,2019-07-01,Lynn,MA,Boston-Cambridge-Newton,Essex County,2019-07,1778.5493662398892,1846.0
2515,1902,2019,8,2019-08-01,Lynn,MA,Boston-Cambridge-Newton,Essex County,2019-08,1779.5187057368878,1819.9999999999998
