,zip,year,month,datetime,City,State,Metro,CountyName,year-month,zri_predict,zri_actual,residual
1294,1702,2019,11,2019-11-01,Framingham,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2362.81188393522,2411.0,-48.18811606477993
1295,1702,2019,12,2019-12-01,Framingham,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2365.2357441203035,2342.0,23.23574412030348
1356,1752,2019,1,2019-01-01,Marlborough,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2005.8669526434753,2028.5,-22.633047356524685
1357,1752,2019,2,2019-02-01,Marlborough,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,1985.4768440647795,1990.0,-4.5231559352205295
1358,1752,2019,3,2019-03-01,Marlborough,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2011.0746533449264,2018.0,-6.925346655073554
1359,1752,2019,4,2019-04-01,Marlborough,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2015.0335488185897,2056.0,-40.96645118141032
1360,1752,2019,5,2019-05-01,Marlborough,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2020.9932926086306,2097.0,-76.00670739136945
1361,1752,2019,6,2019-06-01,Marlborough,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,1994.880810707666,2141.0,-146.1191892923341
1362,1752,2019,7,2019-07-01,Marlborough,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2003.7354958088722,2172.0,-168.2645041911278
1363,1752,2019,8,2019-08-01,Marlborough,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,1965.1925117385172,2201.0,-235.80748826148283
1364,1752,2019,9,2019-09-01,Marlborough,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2013.2436761917313,2222.0,-208.7563238082687
1365,1752,2019,10,2019-10-01,Marlborough,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,1980.164586454731,2214.0,-233.83541354526892
1366,1752,2019,11,2019-11-01,Marlborough,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2021.4540147407872,2173.0,-151.54598525921278
1367,1752,2019,12,2019-12-01,Marlborough,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2009.8651153695432,2147.0,-137.13488463045678
1428,1757,2019,1,2019-01-01,Milford,MA,Worcester,Worcester County,2019-01,1464.3928120573444,1442.0,22.392812057344372
1429,1757,2019,2,2019-02-01,Milford,MA,Worcester,Worcester County,2019-02,1465.7963825589306,1453.0,12.796382558930645
1430,1757,2019,3,2019-03-01,Milford,MA,Worcester,Worcester County,2019-03,1495.93813593355,1483.0,12.93813593355003
1431,1757,2019,4,2019-04-01,Milford,MA,Worcester,Worcester County,2019-04,1499.1120371794873,1506.0,-6.887962820512712
1432,1757,2019,5,2019-05-01,Milford,MA,Worcester,Worcester County,2019-05,1506.1299038538803,1519.0,-12.87009614611975
1433,1757,2019,6,2019-06-01,Milford,MA,Worcester,Worcester County,2019-06,1497.3372062225474,1527.0,-29.662793777452634
1434,1757,2019,7,2019-07-01,Milford,MA,Worcester,Worcester County,2019-07,1486.9842145265504,1525.0,-38.01578547344957
1435,1757,2019,8,2019-08-01,Milford,MA,Worcester,Worcester County,2019-08,1468.6254910216662,1525.0,-56.37450897833378
1436,1757,2019,9,2019-09-01,Milford,MA,Worcester,Worcester County,2019-09,1489.8277066698167,1517.0,-27.172293330183265
1437,1757,2019,10,2019-10-01,Milford,MA,Worcester,Worcester County,2019-10,1458.6191809703985,1481.0,-22.380819029601525
1438,1757,2019,11,2019-11-01,Milford,MA,Worcester,Worcester County,2019-11,1480.6541295558022,1445.0,35.65412955580223
1439,1757,2019,12,2019-12-01,Milford,MA,Worcester,Worcester County,2019-12,1478.061015452293,1478.0,0.06101545229307703
1500,1760,2019,1,2019-01-01,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2324.322605332034,2255.0,69.32260533203407
1501,1760,2019,2,2019-02-01,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2315.0639443509954,2215.0,100.06394435099537
1502,1760,2019,3,2019-03-01,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2330.298585808364,2237.0,93.2985858083639
1503,1760,2019,4,2019-04-01,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2340.8993014927755,2269.0,71.89930149277552
1504,1760,2019,5,2019-05-01,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2349.695513917901,2312.0,37.695513917900826
1505,1760,2019,6,2019-06-01,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2357.794207173573,2362.0,-4.205792826427114
1506,1760,2019,7,2019-07-01,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2355.320337018415,2413.0,-57.6796629815849
1507,1760,2019,8,2019-08-01,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2310.8524594380856,2456.0,-145.1475405619144
1508,1760,2019,9,2019-09-01,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2364.1799835002857,2490.0,-125.82001649971426
1509,1760,2019,10,2019-10-01,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2303.6886782812326,2441.0,-137.31132171876743
1510,1760,2019,11,2019-11-01,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2342.5493881671036,2499.0,-156.45061183289636
1511,1760,2019,12,2019-12-01,Natick,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2335.0224780963604,2415.5,-80.47752190363963
1572,1801,2019,1,2019-01-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2259.800585727382,2203.0,56.800585727381986
1573,1801,2019,2,2019-02-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2253.7861541759817,2191.0,62.786154175981665
1574,1801,2019,3,2019-03-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2264.112763375064,2198.0,66.11276337506388
1575,1801,2019,4,2019-04-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2281.4847294638125,2215.0,66.48472946381253
1576,1801,2019,5,2019-05-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2288.186690035494,2246.0,42.18669003549394
1577,1801,2019,6,2019-06-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2284.9281640694508,2289.0,-4.071835930549241
1578,1801,2019,7,2019-07-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2272.2944501296324,2329.0,-56.70554987036758
1579,1801,2019,8,2019-08-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2228.7059710516837,2350.0,-121.29402894831628
1580,1801,2019,9,2019-09-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2257.8524810342424,2354.0,-96.14751896575763
1581,1801,2019,10,2019-10-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2205.6673499465383,2315.0,-109.33265005346175
1582,1801,2019,11,2019-11-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2241.776703687157,2276.0,-34.223296312843104
1583,1801,2019,12,2019-12-01,Woburn,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2254.9167707143374,2281.0,-26.083229285662583
1644,1830,2019,1,2019-01-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-01,1638.4407334113273,1626.0,12.440733411327301
1645,1830,2019,2,2019-02-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-02,1624.078013803904,1625.0,-0.9219861960959861
1646,1830,2019,3,2019-03-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-03,1639.1072875597008,1622.0,17.107287559700808
1647,1830,2019,4,2019-04-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-04,1647.5232996360076,1619.0,28.52329963600755
1648,1830,2019,5,2019-05-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-05,1650.7436094991524,1623.0,27.7436094991524
1649,1830,2019,6,2019-06-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-06,1662.4739667047334,1625.0,37.47396670473336
1650,1830,2019,7,2019-07-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-07,1646.1066483616594,1627.0,19.10664836165938
1651,1830,2019,8,2019-08-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-08,1598.7088888724456,1638.0,-39.29111112755436
1652,1830,2019,9,2019-09-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-09,1650.2158751661616,1647.0,3.215875166161595
1653,1830,2019,10,2019-10-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-10,1603.2773563076864,1650.0,-46.72264369231357
1654,1830,2019,11,2019-11-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-11,1652.9595765625158,1649.0,3.959576562515849
1655,1830,2019,12,2019-12-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-12,1660.7872939276451,1650.0,10.787293927645123
1716,1832,2019,1,2019-01-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-01,1591.0328702200895,1587.0,4.032870220089535
1717,1832,2019,2,2019-02-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-02,1584.2578677464312,1589.0,-4.742132253568798
1718,1832,2019,3,2019-03-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-03,1590.6561923586999,1584.0,6.656192358699855
1719,1832,2019,4,2019-04-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-04,1608.5630927778057,1581.0,27.56309277780565
1720,1832,2019,5,2019-05-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-05,1608.6851360189885,1588.0,20.685136018988487
1721,1832,2019,6,2019-06-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-06,1607.2377685684398,1590.0,17.237768568439833
1722,1832,2019,7,2019-07-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-07,1590.6344421842282,1593.0,-2.3655578157718082
1723,1832,2019,8,2019-08-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-08,1558.722407181221,1605.0,-46.27759281877911
1724,1832,2019,9,2019-09-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-09,1603.2465311554988,1617.0,-13.753468844501185
1725,1832,2019,10,2019-10-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-10,1535.4354312000623,1615.0,-79.56456879993766
1726,1832,2019,11,2019-11-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-11,1585.4410172076364,1613.0,-27.558982792363622
1727,1832,2019,12,2019-12-01,Haverhill,MA,Boston-Cambridge-Newton,Essex County,2019-12,1586.9838002831098,1616.0,-29.01619971689024
1788,1841,2019,1,2019-01-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-01,1584.1358971139084,1592.0,-7.864102886091587
1789,1841,2019,2,2019-02-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-02,1586.9797542445474,1609.0,-22.020245755452606
1790,1841,2019,3,2019-03-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-03,1600.7550615609478,1614.0,-13.244938439052248
1791,1841,2019,4,2019-04-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-04,1615.8848329660493,1612.0,3.8848329660493164
1792,1841,2019,5,2019-05-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-05,1629.8215242426509,1612.0,17.821524242650867
1793,1841,2019,6,2019-06-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-06,1637.0283741381054,1621.0,16.02837413810539
1794,1841,2019,7,2019-07-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-07,1625.7635450348043,1635.0,-9.236454965195662
1795,1841,2019,8,2019-08-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-08,1599.2427957173368,1650.0,-50.757204282663224
1796,1841,2019,9,2019-09-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-09,1640.7958065671419,1657.0,-16.20419343285812
1797,1841,2019,10,2019-10-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-10,1599.7428126520556,1639.0,-39.25718734794441
1798,1841,2019,11,2019-11-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-11,1640.8670391402532,1683.0,-42.132960859746845
1799,1841,2019,12,2019-12-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-12,1650.3799640895477,1672.0,-21.620035910452316
1860,1843,2019,1,2019-01-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-01,1706.6703341837635,1672.0,34.67033418376354
1861,1843,2019,2,2019-02-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-02,1717.9718533521805,1674.0,43.97185335218046
1862,1843,2019,3,2019-03-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-03,1745.54993269249,1675.0,70.54993269249007
1863,1843,2019,4,2019-04-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-04,1761.1968274476928,1678.0,83.19682744769284
1864,1843,2019,5,2019-05-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-05,1773.3144179805922,1687.0,86.31441798059222
1865,1843,2019,6,2019-06-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-06,1795.3127276728794,1705.0,90.31272767287942
1866,1843,2019,7,2019-07-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-07,1781.579777859953,1713.0,68.57977785995308
1867,1843,2019,8,2019-08-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-08,1743.066971614913,1709.0,34.06697161491297
1868,1843,2019,9,2019-09-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-09,1779.316098264381,1694.0,85.31609826438103
1869,1843,2019,10,2019-10-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-10,1728.3484411792497,1657.0,71.34844117924968
1870,1843,2019,11,2019-11-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-11,1764.2719057429863,1703.0,61.27190574298629
1871,1843,2019,12,2019-12-01,Lawrence,MA,Boston-Cambridge-Newton,Essex County,2019-12,1744.0955240653643,1749.0,-4.904475934635684
1932,1844,2019,1,2019-01-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-01,1718.3460022019958,1667.0,51.346002201995816
1933,1844,2019,2,2019-02-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-02,1728.8855445949089,1674.0,54.88554459490888
1934,1844,2019,3,2019-03-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-03,1748.6116510583795,1682.0,66.6116510583795
1935,1844,2019,4,2019-04-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-04,1763.6307188170106,1688.0,75.63071881701057
1936,1844,2019,5,2019-05-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-05,1779.9230518186391,1694.0,85.92305181863912
1937,1844,2019,6,2019-06-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-06,1766.9411878111134,1701.0,65.94118781111342
1938,1844,2019,7,2019-07-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-07,1753.0773950330313,1709.0,44.07739503303128
1939,1844,2019,8,2019-08-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-08,1694.364461294929,1711.0,-16.635538705070985
1940,1844,2019,9,2019-09-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-09,1764.0352404805715,1708.0,56.035240480571474
1941,1844,2019,10,2019-10-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-10,1705.7678228850298,1716.0,-10.232177114970227
1942,1844,2019,11,2019-11-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-11,1760.292194029281,1759.0,1.2921940292810632
1943,1844,2019,12,2019-12-01,Methuen,MA,Boston-Cambridge-Newton,Essex County,2019-12,1765.495036049074,1747.0,18.495036049074088
2004,1845,2019,1,2019-01-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-01,1839.17460749832,1794.0,45.17460749832003
2005,1845,2019,2,2019-02-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-02,1827.0943535247343,1788.0,39.09435352473429
2006,1845,2019,3,2019-03-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-03,1831.5144829847313,1794.0,37.51448298473133
2007,1845,2019,4,2019-04-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-04,1841.212969889417,1808.0,33.21296988941708
2008,1845,2019,5,2019-05-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-05,1853.55124925605,1823.0,30.551249256049914
2009,1845,2019,6,2019-06-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-06,1853.6436460162654,1833.0,20.643646016265393
2010,1845,2019,7,2019-07-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-07,1842.5769366768752,1838.0,4.576936676875221
2011,1845,2019,8,2019-08-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-08,1809.2649864610578,1846.0,-36.73501353894221
2012,1845,2019,9,2019-09-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-09,1852.8099328757116,1856.0,-3.190067124288362
2013,1845,2019,10,2019-10-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-10,1810.946488223058,1873.0,-62.05351177694206
2014,1845,2019,11,2019-11-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-11,1848.5420803171853,1896.0,-47.45791968281469
2015,1845,2019,12,2019-12-01,North Andover,MA,Boston-Cambridge-Newton,Essex County,2019-12,1841.9056445112285,1900.0,-58.0943554887715
2076,1850,2019,1,2019-01-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,1992.961985764342,1965.0,27.96198576434199
2077,1850,2019,2,2019-02-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,1969.0013723306583,1963.0,6.0013723306583415
2078,1850,2019,3,2019-03-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,1962.9655137455636,1984.0,-21.034486254436388
2079,1850,2019,4,2019-04-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,1996.251604144884,2025.0,-28.748395855116087
2080,1850,2019,5,2019-05-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,1989.3828230099325,2070.0,-80.61717699006749
2081,1850,2019,6,2019-06-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,1996.177614749921,2101.0,-104.82238525007892
2082,1850,2019,7,2019-07-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,1992.689929253088,2124.0,-131.31007074691206
2083,1850,2019,8,2019-08-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,1962.3501874149422,2143.0,-180.64981258505782
2084,1850,2019,9,2019-09-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,1986.131995618363,2133.0,-146.8680043816371
2085,1850,2019,10,2019-10-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,1953.2847941581845,2070.5,-117.21520584181553
2086,1850,2019,11,2019-11-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,1972.247723838885,2008.0,-35.752276161115105
2087,1850,2019,12,2019-12-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,1970.5840907014203,1972.0,-1.4159092985796633
2148,1851,2019,1,2019-01-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2019.6666571929934,1985.0,34.6666571929934
2149,1851,2019,2,2019-02-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2002.8830024095387,1985.0,17.883002409538676
2150,1851,2019,3,2019-03-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2034.155993196215,1992.0,42.15599319621492
2151,1851,2019,4,2019-04-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2039.4022420784747,2010.0,29.40224207847473
2152,1851,2019,5,2019-05-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2052.7172318877238,2039.0,13.717231887723756
2153,1851,2019,6,2019-06-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2053.9128738385475,2066.0,-12.087126161452488
2154,1851,2019,7,2019-07-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2044.0890545903117,2090.0,-45.91094540968834
2155,1851,2019,8,2019-08-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,1993.1754505697536,2117.0,-123.8245494302464
2156,1851,2019,9,2019-09-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2036.0595506485083,2116.0,-79.94044935149168
2157,1851,2019,10,2019-10-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,1965.9304373950963,2082.0,-116.0695626049037
2158,1851,2019,11,2019-11-01,Lowell,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,1994.2114087143632,2048.0,-53.78859128563681
